price,title,location
"₦ 900,000",100 Plots Of Land Port Harcourt Road By Imo Gate Before Obigbo Junction Aba South Abia,"Aba South, Abia"
"₦ 4,000,000",Land For Sale In Abia State Nigeria,"Aba South, Abia"
"₦ 8,000,000,000",35 Units Of Duplex,Life Camp Abuja
"₦ 200,000,000",4 Bedroom Terraced Duplex,Life Camp Abuja
"₦ 170,000,000",Uncompleted 4 Bedroom Terraced Duplex With 1room Bq,Diplomatic Zone Life Camp Abuja
"₦ 400,000,000",Uncompleted 6 Units Of 3 Bedroom Block Of Flats,Diplomatic Zone Life Camp Abuja
"₦ 250,000,000",Brand New 3 Bedroom Block Of Flat With 1room Bq,Life Camp Abuja Diplomatic Zone Life Camp Abuja
"₦ 1,200,000,000",4 Units Of 4 Bedroom Terrace Duplex With 1room Bq,Diplomatic Zone Life Camp Abuja
"₦ 90,000,000",3 Bedroom Flat,Diplomatic Zone Life Camp Abuja
"₦ 300,000,000",Luxury 4 Bedroom Terrace Duplex With Bq,Life Camp Abuja
"₦ 280,000,000",Brand New 4 Bedroom Terrace Duplex With 1 Room Bq,Diplomatic Zone Life Camp Abuja
"₦ 210,000,000",4 Bedroom Detached Duplex With Bq,Main Life Camp Abuja
"₦ 350,000,000",5 Bedroom Detached Duplex With Bq,Life Camp Abuja
"₦ 160,000,000",3 Bedroom Terraced Duplex With Bq,Life Camp Abuja
"₦ 300,000,000",4 Bedroom Terraced Duplex With Bq,Close To Ministers House Life Camp Abuja
"₦ 300,000,000",5 Bedroom Fully Detached Duplex With Bq,Close To Ministers House Life Camp Abuja
"₦ 255,000,000",4 Bedroom Terraced Duplex With Bq,By Berger Life Camp Abuja
"₦ 300,000,000",4 Bedroom Terraced Duplex With Bq,Main Life Camp Abuja
"₦ 160,000,000",Uncompleted 4 Bedroom Terrace Duplex With 1 Room Bq,Diplomatic Zone Life Camp Abuja
"₦ 450,000,000",Beautiful 5 Bedroom Detached Duplex,Osapa London Lekki Lagos
"₦ 3,000,000",One Acre Of Farm Land,"Remo / Hub Farm Estate/ Around Gateway Polytechnic Ode Remo, Remo North Ogun"
"₦ 5,000,000",Land for sale Oba,Oba Anambra Anambra
"₦ 2,500,000",464sqm Land,Ogbaku Anambra Anambra
"₦ 4,500,000",464 Sqm Land,Umueri Anambra Anambra
"₦ 5,000,000",Land for sale Umueri,Umueri Anambra Anambra
"₦ 3,500,000",Land for sale Umueri,Umueri Anambra Anambra
"₦ 2,900,000",Land for sale Nando/rosewood Supreme Estate/chukwuemeka Odumegwu Ojukwu University,Nando/rosewood Supreme Estate/chukwuemeka Odumegwu Ojukwu University Anambra Anambra
"₦ 500,000",Land for sale 7mins To Amawbia Flyover Njikoka Anambra,"Njikoka, Anambra"
"₦ 5,000,000",Land for sale 7mins Drive To Amawbia Flyover Njikoka Anambra,"Njikoka, Anambra"
"₦ 5,000,000",Land for sale 7mins To Amawbia Flyover Njikoka Anambra,"Njikoka, Anambra"
"₦ 3,900,000",Land for sale Opposite Chinese Door Construction Company Uruan Akwa Ibom,"Uruan, Akwa Ibom"
"₦ 2,450,000",Plots Of Affordable Land Along Airport Road Uruan Akwa Ibom,"Uruan, Akwa Ibom"
"₦ 750,000,000",450sqm Land,"Along Ikere Road, Ado Ekiti Ekiti"
"₦ 45,000,000",4 Bedroom Bungalow With 3 Units Of A Room Selfcon,Irewunmi Ado Ekiti Ekiti
"₦ 2,000,000",Land,Washington Parks And Gardens Ado Ekiti Ekiti
"₦ 2,500,000",Land Measuring 300sqm,Odo/bellford Hills..... Ado Ekiti Ekiti
"₦ 1,500,000",Land for sale Along Otuoke Dual Carriageway Yenegoa Bayelsa,Along Otuoke Dual Carriageway Yenegoa Bayelsa
"₦ 1,500,000",464sqm Land for sale Flourish City Yenegoa Bayelsa,Flourish City Yenegoa Bayelsa
"₦ 1,500,000","Land for sale Palm Rd, Otuoke Dual Carriageway Yenegoa Bayelsa","Palm Rd, Otuoke Dual Carriageway Yenegoa Bayelsa"
"₦ 1,500,000",Land for sale Along Azikoro Otuoke Dual Carriage Way Yenegoa Bayelsa,Along Azikoro Otuoke Dual Carriage Way Yenegoa Bayelsa
"₦ 1,500,000","Land for sale Palm Road Otuoke, Yenegoa Bayelsa","Palm Road Otuoke, Yenegoa Bayelsa"
"₦ 1,500,000",Land for sale Yenegoa Bayelsa,Yenegoa Bayelsa
"₦ 1,500,000","Land for sale Palm Rd, Otuoke Yenegoa Bayelsa","Palm Rd, Otuoke Yenegoa Bayelsa"
"₦ 2,000,000",Land for sale Close To Dangote Cement Depot Yenegoa Bayelsa,Close To Dangote Cement Depot Yenegoa Bayelsa
"₦ 1,500,000",Land for sale Palm Rd Yenegoa Bayelsa,Palm Rd Yenegoa Bayelsa
"₦ 6,000,000",Land for sale Okaka Epie Yenagoa/ Coral Garden Estate/salvation Ministries Yenegoa Bayelsa,Okaka Epie Yenagoa/ Coral Garden Estate/salvation Ministries Yenegoa Bayelsa
"₦ 380,000,000",5 Bedroom Fully Detached Duplex,Lekki Lagos
"₦ 1,900,000,000",Commercial Building,Lekki Phase 1 Lekki Lagos
"₦ 1,200,000,000",International Standard Secondary School,Samonda Ibadan Oyo
"₦ 1,300,000/sqm",Commercial Space,Ologolo Lekki Lagos
"₦ 1,000,000/sqm",Shop Spaces,Vgc Lekki Lagos
"₦ 1,300,000/sqm",Aesthetic Office Spaces+elevator,Lekki Phase 1 Lekki Lagos
"₦ 2,400,000,000",Open Plan Office Space,Lekki Right Lekki Lagos
"₦ 50,000,000",Functioning 10 Rooms Hotel,Iyana Kure Amuloko Area Ibadan Oyo
"$ 2,200,000",52 Bedroom Hotel,Lekki Beach Road By Jakande Traffic Light Jakande Lekki Lagos
"₦ 80,000/day",Newly Built Studio Duplex,Lekki Phase 1 Lekki Lagos
"₦ 140,000/day",One Bedroom Apartment,Lekki Phase 1 Lekki Lagos
"₦ 240,000/day",Furnished Luxury 2 Bedroom Apartment,Lekki Phase 1 Lekki Phase 1 Lekki Lagos
"₦ 45,000,000",10 bedroom Commercial Property for sale,Meiran Abule Egba Abule Egba Lagos
"₦ 120,000,000",10 bedroom Commercial Property for sale,Ajegunle/saka Alagbado Abule Egba Lagos
"₦ 48,000,000",Two Units 2bedroom And Two Units 1bedrom,"Olakunle Ojo Street, Amje Bus Stop, Alakuko Alagbado Abule Egba Lagos"
"₦ 45,000,000",A Story Building,Abule Egba Abule Egba Lagos
"₦ 600,000,000",10 Plots Of Land,Meiran Abule Egba Lagos
"₦ 450,000,000",Functional School,Agege Abule Egba Lagos
"₦ 13,000,000",Quarter Plot Of Land,Abule Egba Lagos
"₦ 600,000,000",10 Plots Of Land,Ijaiye Abule Egba Lagos
"₦ 45,000,000",4 Bedroom Detached Duplex,Abule Egba Lagos
"₦ 115,000,000",5 Bedroom Semi Detached Duplex,Abule Egba Lagos
"₦ 70,000,000",4 Units Of 3 Bedroom Flat,Abule Egba Lagos
"₦ 15,000,000",12 Feet By 9.5 Feet Commercial Property,Ait Alagbado Abule Egba Lagos
"₦ 60,000,000",Block Of Flats,New Oko Oba Abule Egba Lagos
"₦ 150,000,000",13 Units Of 2 Bedroom Flats,New Oko Oba Abule Egba Lagos
"₦ 55,000,000",2 Units Of 3 Bedroom Flats,Abule Egba Lagos
"₦ 170,000,000",Block Of Flats,Labak Estate Abule Egba Lagos
"₦ 180,000,000",Land,Alagbado Abule Egba Lagos
"₦ 60,000,000",500sqm Land,Alagbado Abule Egba Lagos
"₦ 40,000,000",324sqm Land,Alagbado Abule Egba Lagos
"₦ 130,000,000",Exquisitely 4 Bedroom Semi Detached Duplex,Kola Area Alagbado Abule Egba Lagos
"₦ 620,000,000",2 Units Of 4 Bedroom Semi Detached Duplex,"Akeem Odumosi/olaiya Street, Magodo Gra Phase 1, Isheri Egbe Idimu Lagos"
"₦ 200,000,000",5 Bedroom Fully Detached Duplex,Isheri Egbe Idimu Lagos
"₦ 12,000,000",3 Acres Of Land,Cele Egbe Idimu Lagos
"₦ 75,000,000",Block Of Flats,Council Egbe Idimu Lagos
"₦ 65,000,000",Land,Egbe Idimu Lagos
"₦ 50,000,000",Full Plot Of Land,Egbe Idimu Lagos
"₦ 90,000,000",Tenament Building,Along Egbe Ikotun Road Egbe Idimu Lagos
"₦ 50,000,000",Land Measuring 907.302sqm,Egbe Egbe Idimu Lagos
"₦ 80,000,000",House,Egbe Idimu Lagos
"₦ 120,000,000",6 Units Of 3 Bedroom Flat,"Greenland Estate, Isheri Egbe Idimu Lagos"
"₦ 14,000,000",2 Bedroom Bungalow,Isheri Egbe Idimu Lagos
"₦ 75,000,000",Block Of 9 Flats,Isheri Egbe Idimu Lagos
"₦ 16,000,000",Half Plot Of Land,Idimu Egbe Idimu Lagos
"₦ 50,000,000",A Storey Building Having 7 Flats,"Koyejo Street, Egbe Idimu Lagos"
"₦ 215,000,000",Luxury 4 Bedroom Semi Detached Duplex With Bq,Chevron Lekki Lagos
"₦ 45,000,000",4 Bedroom Bungalow,Agodo Egbe Idimu Lagos
"₦ 150,000,000",2 Storey Building,Idimu Egbe Idimu Lagos
"₦ 1,500,000",Land,Kashi Gwagwalada Abuja
"₦ 1,000,000",Land,15mins From Waec Office Gwagwalada Abuja
"₦ 5,000,000",600sqm Land,Gwagwalada Abuja
"₦ 2,000,000",Land,Gwagwalada Abuja
"₦ 250,000,000,000",Hectares Of 101.88 Land With Minerals,Suburb Gwagwalada Abuja
"₦ 4,000,000",Land,Gwagwalada Abuja
"₦ 2,500,000",300sqm Land,Gwagwalada Abuja
"₦ 2,500,000",Land,Gwagwalada Abuja
"₦ 150,000,000","4,500sqm Land","Opposite Uni Abuja Boy's Hostel, Gwagwalada Abuja"
"₦ 2,500,000/sqm",City View Park And Resort,Gwagwalada Abuja
"₦ 200,000,000",Carcass Filling Station,"Along Giri Gwagwalada Road,abuja. Gwagwalada Abuja"
"₦ 3,000,000",300sqm And 500sqm Land,Gwagwalada Abuja
"₦ 7,500,000",Residential And Commercial Purpose,Gwagwalada Abuja/ Prime Boulevard Estate 1* Gwagwalada Abuja
"₦ 9,000,000",2.5 Hectares Of Farm Land,Location Gwagwalada Gwagwalada Abuja
"₦ 960,000",Land,Alapoti Ado Odo Ota Ogun
"₦ 100,000,000",Filling Station,Ado Odo Ota Ogun
"₦ 960,000",Land,Ado Odo Ota Ogun
"₦ 17,000,000",House,Sango Ota Ado Odo Ota Ogun
"₦ 59,999,999",6 Units Of Flats,Gasline Sango Ota Ado Odo Ota Ogun
"₦ 1,000,000",Land,Ado Odo Community Ado Odo Ota Ogun
"₦ 1,000,000",Land,Ado Odo Ota Ogun
"₦ 960,000",Land,Few Minutes Drive From Covenant University Ado Odo Ota Ogun
"₦ 17,500,000",House,Idiroko Ado Odo Ota Ogun
"₦ 6,000,000",430sqm Land,Ijoko Sango Ota Ado Odo Ota Ogun
"₦ 50,000,000",House,Sango After Toll Gate Sango Ota Ado Odo Ota Ogun
"₦ 48,000,000",4 Units Of 3 Bedroom Flat,Alakuko Adalemo Ado Odo Ota Ogun
"₦ 38,000,000",House,Sango Ota Ado Odo Ota Ogun
"₦ 55,000,000",Executive 5 Bedroom Detached Duplex + 2 Bedroom Flat,Adalemo Ado Odo Ota Ogun
"₦ 80,000,000",4 Plots Of Land With Houses,Sango Ota Ado Odo Ota Ogun
"₦ 8,500,000",Cheap Bungalow,Joju Joju Ado Odo Ota Ogun
"₦ 35,000,000",Relatively New 3 Bedroom Bungalow + Fittings,Sango Ota Ado Odo Ota Ogun
"₦ 450,000,000","Warehouse 1,500sqm Land",Sango Ota Ado Odo Ota Ogun
"₦ 13,000,000",Newly Built 3 Bedroom Bungalow On Full Plot Of Land,Atan Obasanjo Farm Ado Odo Ota Ogun
"₦ 1,800,000",Land,Owerri Ohaji Egbema Imo
"₦ 4,000,000",Land,5mins Drive From University Of Agriculture And Science Umuagwo Ohaji Egbema Imo
"₦ 1,800,000",464 Sqm Land,Unuelu Community Umuagwo Ohaji Egbema Imo
"₦ 3,500,000",Land,Egbema Ohaji Egbema Imo
"₦ 1,800,000",Land,Very Close To Army Barracks Obinze Ohaji Egbema Imo
"₦ 3,000,000",Land,Directly Opposite The Proposed Marcon University Ohaji Egbema Imo
"₦ 1,800,000",Land,Ohaji Egbema Imo
"₦ 4,000,000",Land,Umuapu Ohaji Egbema Imo
"₦ 300,000",10 Plots Of Land,"Akanu,umuapu Ohaji Egbema Imo"
"₦ 4,000,000",464sqm Land,Behind Mankonor Catholic Church Ikom Cross River
"₦ 4,000,000",Land,Close To Obudu Cattle Ranch Calabar Ikom Cross River
"₦ 4,000,000",Land,Behind Mankonor Catholic Church Ikom Cross River
"₦ 4,000,000",464 Sqm Of Land,Few Minutes Drive From Obudu Cattle Ranch Ikom Cross River
"₦ 4,000,000",Land,Asenase Community Ikom Cross River
"₦ 5,000,000","Land for sale Goodluck Jonathan Express Idembia, Ishieke Abakaliki Ebonyi","Goodluck Jonathan Express Idembia, Ishieke Abakaliki Ebonyi"
"₦ 5,000,000",464sqm Land for sale Goodluck Jonathan Expressway Abakaliki Ebonyi,Goodluck Jonathan Expressway Abakaliki Ebonyi
"₦ 1,920,000",Land for sale Abakaliki Ebonyi,Abakaliki Ebonyi
"₦ 50,000,000/year",Commercial Property,Old Ikoyi Ikoyi Lagos
"₦ 2,500,000/year",2 In 1 Open Space,New Garage Akala Express Ibadan Oyo
"₦ 20,000,000/year",Self Serviced 5 Bedroom Detached Duplex,Ikate Lekki Lagos
$ 400/sqm,Commercial Space,Victoria Island Lagos
"₦ 30,000,000/year",Commercial Retail Space,Lekki Phase 1 Lekki Lagos
$ 350/sqm,Office Space,Victoria Island Lagos
"₦ 180,000/sqm",Shopping Mall Space,Lekki Phase 1 Lekki Lagos
"₦ 4,500,000/year",Commercial Space,Lekki Phase 1 Lekki Lagos
"₦ 150,000/day",3 Bedroom Apartment,Off Oduduwa Crescent Ikeja Gra Ikeja Lagos
"₦ 35,000",Miniflat,Shonibare Estate Mobolaji Bank Anthony Way Ikeja Lagos
"₦ 45,000",2 Bedrooms Apartment For Shortlet,"Shonibare Estate, Maryland Mobolaji Bank Anthony Way Ikeja Lagos"
"₦ 30,000/day",Mini Flat For Shortlet,"Behind Eko Hospital, Abule Onigbagbo Mobolaji Bank Anthony Way Ikeja Lagos"
"₦ 75,000",3bedrooms Flat For Shortlet,Off Mobolaji Bank Anthony Maryland Ikeja Lagos
"₦ 780,000/month",1 Bedroom Apartment,Opebi Ikeja Lagos
"₦ 220,000/day",4 Bedroom Duplex,Adeniyi Jones Ikeja Lagos
"₦ 25,000",One Bedroom Flat For Shortlet,"Behind Don Etiebet Building, Eko Hospital Bustop Mobolaji Bank Anthony Way Ikeja Lagos"
"₦ 50,000",2bedrooms Flat For Shortlet,Shonibare Estate Maryland Ikeja Lagos
"₦ 40,000",One Bedroom Apartment With Two Patios,Shonibare Estate Maryland Mobolaji Bank Anthony Way Ikeja Lagos
"₦ 140,000",Co Working Spaces For Shortlet,Cadbury Bustop Agidingbi Ikeja Lagos
"₦ 25,000",A Lovely 1 Bedroom Flat Shortlet,Opebi Ikeja Lagos
"₦ 90,000",3bedrooms Penthouse For Shortlet,Shonibare Estate Mobolaji Bank Anthony Way Ikeja Lagos
"₦ 40,000/day",1 Bedroom Studio Apartment,Off Oduduwa Crescent Ikeja Gra Ikeja Lagos
"₦ 120,000/day",4 Bedroom Apartment,Off Airport Road Ikeja Lagos
"₦ 60,000/day",One Bedroom Apartment,Off Oduduwa Crescent Ikeja Gra Ikeja Lagos
"₦ 100,000/day",2 Bedroom Service Apartment,Off Oba Akinjobi Way Ikeja Gra Ikeja Lagos
"₦ 160,000/day",Serviced 3 Bedroom Apartment,Off Oba Dosumu Street Ikeja Gra Ikeja Lagos
"₦ 160,000/day",3 Bedroom Service Apartment,Off Oduduwa Crescent Ikeja Gra Ikeja Lagos
"₦ 70,000,000",Two Plots Of Land,Along The Lekki Epe Expressway Close To Alaro City Eleko Ibeju Lekki Lagos
"₦ 16,000,000",Land,Lawale Green Estate Ibeju Lekki Lagos
"₦ 20,000,000",5.762 Hectares Of Land,Ibeju Lekki Lagos
"₦ 25,000,000",16.92 Hectares Of Land,Ibeju Lekki Lagos
"₦ 50,000,000",Land,"Beechwood Estate, Imalete Eputu Ibeju Lekki Lagos"
"₦ 23,500,000",300 Sqm Estate Land,Ragnarok Estate Ibeju Lekki Lagos
"₦ 60,000,000",4 Bedroom Detached Duplex,Bafaj Crescent Ogunfayo Greenville Estate Ibeju Lekki Lagos
"₦ 70,000,000",Land,Close To Alaro City Eleko Ibeju Lekki Lagos
"₦ 25,000,000",Land,Alaro City Eleko Ibeju Lekki Lagos
"₦ 7,500,000",100 Plots Of Land,Ibeju Lekki Lagos
"₦ 3,500,000",Land Measuring 400sqm,Ibeju Lekki Lagos
"₦ 8,000,000",Lands,Ibeju Lekki Lagos
"₦ 30,000,000",Land Measuring 500sqm,Oribanwa Ibeju Lekki Lagos
"₦ 3,000,000",Land,Ibeju Lekki Lagos
"₦ 15,000,000",10 Acres Of Land,Igando Orudu Community Ibeju Lekki Lagos
"₦ 3,800,000",Plots Of Land Measuring 600sqm Per Plot,Ibeju Lekki Lagos
"₦ 20,000,000",5 Acres Of Land,Around Mayfair Garden Ibeju Lekki Lagos
"₦ 20,000,000",1 Acre Of Land,Behind Mayfair Gardens Ibeju Lekki Lagos
"₦ 1,000,000",Land for sale Ibeju-Lekki Lagos,Ibeju Lekki Lagos
"₦ 90,000,000",3 Bedroom Detached Bungalow,Close To Suncity Galadinmawa Abuja
"₦ 180,000,000",5 Bedroom Detached Duplex With Bq,Close To Suncity Galadinmawa Abuja
"₦ 280,000,000",4 Bedroom Detached Duplex With 2 Bq,Close To Suncity Estate Galadinmawa Abuja
"₦ 15,000,000,000",Residential Land,Kettei Fha Galadinmawa Abuja
"₦ 230,000,000",Luxury 4 Bedroom Semi Detached Duplex With,Airport Road ( Before Galadimawa Roundabout) Galadinmawa Abuja
"₦ 100,000,000",3 Bedroom Flat With A Bq,Sungold Estate Galadinmawa Abuja
"₦ 160,000,000",4 Bedroom With A Maid Room,Sunnyvale Estate Galadinmawa Abuja
"₦ 220,000,000",5 Bedroom Duplex With A Bq,By Galadimawa Round Galadinmawa Abuja
"₦ 90,000,000",3 Bedroom Flat With Bq,Galadinmawa Abuja
"₦ 140,000,000",3 Bedroom Fully Detached Bungalow With Bq,Amsco Estate Galadinmawa Abuja
"₦ 400,000,000",Luxury 5 Bedroom Detached Duplex With 2 Rooms Bq,Galadinmawa Abuja
"₦ 180,000,000",3 Bedroom Bungalow,Sun City Estate Galadinmawa Abuja
"₦ 43,000,000",2 Bedroom Semi Detached Bungalow,Galadinmawa Abuja
"₦ 95,000,000",5 Bedroom Semi Detached Duplex,Galadinmawa Abuja
"₦ 155,000,000",4 Bedroom Detached Duplex,Galadinmawa Abuja
"₦ 63,000,000",4 Bedroom Semi Detached Duplex,Galadinmawa Abuja
"₦ 280,000,000",5 Bedroom Detcahed Duplex,Galadinmawa Abuja
"₦ 550,000,000",15 Plots Of Land,Rumuokoro Obio Akpor Rivers
"₦ 120,000,000",6 Bedroom Duplex Home,"Rumuehinwo Estate (back Of Happy Birthday), Rukpokwu, Port Harcourt Obio Akpor Rivers"
"₦ 18,000,000",42 Plots Of Land,"Back Of Shell Co Operative Estate By G.u Ake Drive Eliozu, Port Harcourt. Obio Akpor Rivers"
"₦ 8,000,000",Land,"Army Range, Eneka Obio Akpor Rivers"
"₦ 350,000,000",4 Bedroom Semi Detached Duplex With Bq,Rufai Laruba Close Shangisha Kosofe Ikosi Lagos
"₦ 350,000,000",5 Bedroom Detached Duplex With Bq,Magodo Gra Phase 2 Kosofe Ikosi Lagos
"₦ 130,000,000",Luxury 3 Bedroom Semi Detached Duplex With Bq,Magodo Gra Phase 2 Kosofe Ikosi Lagos
"₦ 330,000,000",4 Bedroom Detached Edifice With Bq & Pool,Magodo Gra Phase 2 Kosofe Ikosi Lagos
"₦ 100,000,000",Beautiful 4 Bedroom Semi Detached Duplex,Isheri Magodo Kosofe Ikosi Lagos
"₦ 220,000,000",Land,Magodo Kosofe Ikosi Lagos
"₦ 450,000,000",4 Bedroom Fully Detached Duplex,Magodo Gra Phase 2 Kosofe Ikosi Lagos
"₦ 300,000,000",4 Bedroom Semi Detached Duplex,Kosofe Ikosi Lagos
"₦ 520,000,000",732sqm Land,Shangisha Magodo Gra Phase 2 Kosofe Ikosi Lagos
"₦ 1,900,000,000",School,Ketu Kosofe Ikosi Lagos
"₦ 430,000,000",Newly Built 5 Bedroom Detached Duplex,Magodo Gra Phase 2 Kosofe Ikosi Lagos
"₦ 285,000,000",4 Bedroom Terraced Duplex,Magodo Gra Phase 2 Kosofe Ikosi Lagos
"₦ 70,000,000",4 Units Of 2 Bedroom Flat,Ketu Alapere Kosofe Ikosi Lagos
"₦ 1,500,000,000",Commercial Land Measuring 3850sqm,Along Cmd Road Magodo Kosofe Ikosi Lagos
"₦ 65,000,000",4 Bedroom Bungalow,Isheri Olofin Kosofe Ikosi Lagos
"₦ 400,000,000",5 Bedroom Detached Duplex,Magodo Kosofe Ikosi Lagos
"₦ 2,800,000,000",2 Bay Warehouse,Amuwo Odofin Lagos
"₦ 110,000,000",4 Bedroom Semi Detached Duplex,Ago Okuta Amuwo Odofin Lagos
"₦ 1,500,000,000",9363sqm Land,Industrial Scheme Amuwo Odofin Lagos
"₦ 1,000,000,000",6834sqm Land,Along 1st Avenue Festac Amuwo Odofin Lagos
"₦ 100,000,000",2 Plots Of Land,Festac Amuwo Odofin Lagos
"₦ 160,000,000",Corner Piece Land Measuring 900 Sqm,Along Road 13 Festac Amuwo Odofin Lagos
"₦ 1,500,000,000",9363sqm Land,Amuwo Odofin Industrial Scheme Amuwo Odofin Lagos
"₦ 55,000,000",3 Units Of 3 Bedroom Flats,Festac Amuwo Odofin Lagos
"₦ 70,000,000",2 Bedroom Flat,Lakeview Estate Apple Junction Amuwo Odofin Lagos
"₦ 170,000,000",Luxury 2 Bedroom Apartment,"By Freedom Way, Lekki Phase 1, Lagos Lekki Phase 1 Lekki Lagos"
"₦ 80,000,000",3 Bedroom Flats,Opposite Shoprite Apple Junction Amuwo Odofin Lagos
"₦ 140,000,000",4 Bedroom Terrace Duplex Plus Bq,Gated Estate Apple Junction Amuwo Odofin Lagos
"₦ 180,000,000",4 Bedroom Fully Detached Duppex,Amuwo Odofin Lagos
"₦ 185,000,000",5 Bedroom Fully Detacehd Duplex,Amuwo Odofin Lagos
"₦ 180,000,000",Brand New 5 Bedroom Detached Duplex,Military Estate Amuwo Odofin Amuwo Odofin Lagos
"₦ 150,000,000",4 Bedroom Terraced Duplex,Lakeview Estate Amuwo Odofin Amuwo Odofin Lagos
"₦ 350,000,000",Executive 5 Bedroom Fully Detached Duplex,Apple Estate Apple Junction Amuwo Odofin Lagos
"₦ 65,000,000",Luxury 2 Bedroom Flat,"Lakeview Estate, Apple Junction Amuwo Odofin Lagos"
"₦ 180,000,000",5 Bedroom House for sale Golden Estate Amuwo Odofin,Golden Estate Amuwo Odofin Amuwo Odofin Lagos
"₦ 250,000,000",Luxurious 5bedroom Fully Detached Duplex,Lakeview Estate Apple Junction Amuwo Odofin Lagos
"₦ 180,000,000",Executive Brand New 5 Bedroom Detached Duplex,Divine Estate Apple Junction Amuwo Odofin Lagos
"₦ 650,000,000",High Rise 8 Floors Office Building,"Lewis Street, Lagos Island Lagos Island Lagos"
"₦ 1,000,000,000","Strategically Located Detached Building On 1,633sqmts",Onikan Lagos Island Lagos
"₦ 650,000,000",7 Floors Commercial Building,Lewis Street Lagos Island Lagos Island Lagos
"₦ 125,000,000",Ultramodern Building,Marina Lagos Island Lagos
"₦ 162,500,000",Ultramodern Building,Marina Lagos Island Lagos
"₦ 400,000,000",5 Bedroom Fully Detached Duplex,Chevron Lagos Island Lagos
"₦ 2,500,000,000",Mall,Tom Jones Marina Lagos Island Lagos
"₦ 110,000,000",2 Units Of 4 Bedroom Semi Detached Duplex,General Paint Lagos Island Lagos Island Lagos
"₦ 700,000,000",5 Bedroom Semi Detached Duplex,Lagos Island Lagos
"₦ 300,000,000",3 Storey Building(commercial Property),Lagos Island Lagos
"₦ 350,000,000",4 Storey Building Commercial Property (distress Sales),Facing Two Commercial Street Obalende Lagos Island Lagos
"₦ 300,000,000",1 Story Building,Obalende Lagos Island Lagos
"₦ 170,000,000",3 Story Building,Ereko Eko Lagos Island Lagos
"$ 16,000,000,000",25 Units Of Luxury Flats,Banana Island Lagos Island Lagos
"$ 7,000,000","4,537 Sqm Land At Banana Island",Banana Island L3 Close To Airtel Water Front Lagos Island Lagos
"₦ 1,550,000,000",Land,By Muson Onikan Lagos Island Lagos
"$ 60,000,000",Oil Swamp Rig,Marina Lagos Island Lagos
"₦ 130,000,000",3 Bedroom Apartment,Katampe Main Abuja
"₦ 73,300,000",1 Bedroom Flat,Katampe Main Abuja
"₦ 120,000,000",3 Bedroom Flat,Katampe Main Abuja
"₦ 300,000,000",1200sqm Land,Close To Paradise Estate Phase 2 Katampe Main Abuja
"₦ 350,000,000",House,Gold Court Estate Katampe Main Abuja
"₦ 140,000,000",Luxurious Contemporary 3 Bedroom Apartment With Bq,Tarred Road Katampe Main Abuja
"₦ 175,000,000",4 Bedroom Semi Detached Duplex,Katampe Main Abuja
"₦ 50,000,000",Newly Built 1 Bedroom Studio Apartment,Mabushi/katampe Main Axis Katampe Main Abuja
"₦ 150,000,000",Distress Sales 1360sqm Fcda Cofo,Main Katampe Main Abuja
"₦ 3,000,000,000",2.3 Hectares Of Land,Katampe Main Abuja
"₦ 500,000,000",Luxury 5 Bedroom Detached Duplex With Bq,Nicon Junction Opposite Katampe Main Abuja
"₦ 120,000,000",3 Bedroom Flat,Cosgrove Estate Katampe By Nicon Katampe Main Abuja
"₦ 110,000,000",3 Bedroom Flat With A Bq,By Abc Cargo Katampe Main Abuja
"₦ 1,000,000",Land,Karshi Central Area Abuja
"₦ 3,000,000",Land,25 Minutes From Nnamdi Azikiwe Int'l Airport Central Area Abuja
"₦ 1,000,000",Land,Gwagwalada Central Area Abuja
"₦ 70,000,000",3 Bedroom Terraced Duplex,20mins From Nnamdi Azikiwe Int'l Airport Central Area Abuja
"₦ 10,000,000",Land,Kuje Central Area Abuja
"₦ 2,000,000",Land,Close To International Breweries Obafemi Owode Ogun
"₦ 55,000,000",Newly Built 4 Bedroom Detached Duplex With A Bq,Mowe Obafemi Owode Ogun
"₦ 3,500,000",Land,Very Close To Olumo Rock Obafemi Owode Ogun
"₦ 170,000,000",Solidly Built 12 Units Of 2 Bedrooms Apartment,Redemption Camp Mowe Obafemi Owode Ogun
"₦ 3,500,000",Land,Very Close To Abeokuta Train Station Obafemi Owode Ogun
"₦ 6,000,000",Land,Very Close To Nestle Plc Mowe Obafemi Owode Ogun
"₦ 1,800,000",Land,Mowe Obafemi Owode Ogun
"₦ 55,000,000",5 Bedroom Detached Duplex,Obafemi Owode Ogun
"₦ 100,000,000",4 Bedroom Vidco Apartment,Simawa Along Lagos/ Ibadan Expressway Mowe Obafemi Owode Ogun
"₦ 280,000,000",2 Acres Of Industrial Land,Opposite British American Tobacco Near Toll Gate Ibadan / Lagos Express Way Obafemi Owode Ogun
"₦ 100,000,000",4 Bedroom Apartment,Simawa Along Lagos/ Ibadan Expressway Obafemi Owode Ogun
"₦ 75,000,000",3 Bedroom Apartment,Simawa Along Lagos/ Ibadan Expressway Obafemi Owode Ogun
"₦ 12,000,000",Land,Behind Rccg Camp Simawa Ibafo Obafemi Owode Ogun
"₦ 160,000,000",Land,Major Road Tipper Garage Akute Obafemi Owode Ogun
"₦ 5,000,000",Land,Mowe Estate Mowe Obafemi Owode Ogun
